title,rating,year,duration,director_1,director_fb_likes_1,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
Ant-Man,PG-13,2015.0,117.0,Peyton Reed,235.0,Judy Greer,Hayley Atwell,T.I.,2000.0,2000.0,680.0
The Hunger Games: Catching Fire,PG-13,2013.0,146.0,Francis Lawrence,508.0,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,34000.0,14000.0,523.0
Home,PG,2015.0,94.0,Tim Johnson,12.0,Jim Parsons,Matt Jones,April Winchell,17000.0,523.0,183.0
War of the Worlds,PG-13,2005.0,116.0,Steven Spielberg,14000.0,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,10000.0,1000.0,807.0
Bad Boys II,R,2003.0,147.0,Michael Bay,0.0,Will Smith,Henry Rollins,Jordi Mollà,10000.0,898.0,877.0
Puss in Boots,PG,2011.0,90.0,Chris Miller,50.0,Salma Hayek,Constance Marie,Amy Sedaris,4000.0,442.0,397.0
Salt,PG-13,2010.0,101.0,Phillip Noyce,176.0,Angelina Jolie Pitt,Andre Braugher,August Diehl,11000.0,702.0,282.0
Noah,PG-13,2014.0,138.0,Darren Aronofsky,0.0,Anthony Hopkins,Emma Watson,Logan Lerman,12000.0,9000.0,8000.0
The Adventures of Tintin,PG,2011.0,107.0,Steven Spielberg,14000.0,Toby Jones,Mackenzie Crook,Tony Curran,2000.0,871.0,845.0
Harry Potter and the Prisoner of Azkaban,PG,2004.0,142.0,Alfonso Cuarón,0.0,Daniel Radcliffe,Gary Oldman,Rupert Grint,11000.0,10000.0,10000.0
Australia,PG-13,2008.0,165.0,Baz Luhrmann,1000.0,Essie Davis,Bryan Brown,Eddie Baroo,309.0,284.0,165.0
After Earth,PG-13,2013.0,100.0,M. Night Shyamalan,0.0,Will Smith,Zoë Kravitz,Glenn Morshower,10000.0,943.0,894.0
Dinosaur,PG,2000.0,82.0,Eric Leighton,0.0,Alfre Woodard,D.B. Sweeney,Della Reese,1000.0,558.0,388.0
Harry Potter and the Deathly Hallows: Part II,,2011.0,,Matt Birch,0.0,Rupert Grint,Dave Legeno,Ralph Ineson,10000.0,570.0,159.0
Night at the Museum: Secret of the Tomb,PG,2014.0,98.0,Shawn Levy,189.0,Robin Williams,Rami Malek,Steve Coogan,49000.0,3000.0,1000.0
Megamind,PG,2010.0,95.0,Tom McGrath,96.0,J.K. Simmons,Brad Pitt,Will Ferrell,24000.0,11000.0,8000.0
Harry Potter and the Sorcerer's Stone,PG,2001.0,159.0,Chris Columbus,0.0,Daniel Radcliffe,Fiona Shaw,Verne Troyer,11000.0,687.0,645.0
R.I.P.D.,PG-13,2013.0,96.0,Robert Schwentke,124.0,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,16000.0,12000.0,1000.0
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,2003.0,143.0,Gore Verbinski,563.0,Johnny Depp,Orlando Bloom,Jack Davenport,40000.0,5000.0,1000.0
Harry Potter and the Deathly Hallows: Part I,,2010.0,,Matt Birch,0.0,Rupert Grint,Toby Jones,Alfred Enoch,10000.0,2000.0,1000.0
The Hunger Games: Mockingjay - Part 1,PG-13,2014.0,123.0,Francis Lawrence,508.0,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,34000.0,22000.0,14000.0
The Da Vinci Code,PG-13,2006.0,174.0,Ron Howard,2000.0,Tom Hanks,Seth Gabel,Jürgen Prochnow,15000.0,574.0,362.0
Rio 2,G,2014.0,101.0,Carlos Saldanha,107.0,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,688.0,237.0,56.0
X-Men 2,PG-13,2003.0,134.0,Bryan Singer,0.0,Hugh Jackman,Bruce Davison,Aaron Stanford,20000.0,505.0,346.0
Fast Five,PG-13,2011.0,132.0,Justin Lin,681.0,Paul Walker,Vin Diesel,Dwayne Johnson,23000.0,14000.0,12000.0
Sherlock Holmes: A Game of Shadows,PG-13,2011.0,129.0,Guy Ritchie,0.0,Robert Downey Jr.,Eddie Marsan,Paul Anderson,21000.0,979.0,154.0
Clash of the Titans,PG-13,2010.0,106.0,Louis Leterrier,255.0,Liam Neeson,Jason Flemyng,Alexa Davalos,14000.0,1000.0,850.0
Total Recall,R,1990.0,113.0,Paul Verhoeven,719.0,Ronny Cox,Rachel Ticotin,Marshall Bell,605.0,308.0,217.0
The 13th Warrior,R,1999.0,102.0,John McTiernan,323.0,Tony Curran,Vladimir Kulich,Clive Russell,845.0,372.0,241.0
The Bourne Legacy,PG-13,2012.0,135.0,Tony Gilroy,209.0,Jeremy Renner,Scott Glenn,Stacy Keach,10000.0,826.0,602.0
Batman & Robin,PG-13,1997.0,125.0,Joel Schumacher,541.0,Michael Gough,Vivica A. Fox,John Glover,920.0,890.0,409.0
How the Grinch Stole Christmas,PG,2000.0,110.0,Ron Howard,2000.0,Clint Howard,T.J. Thyne,Molly Shannon,1000.0,722.0,636.0
The Day After Tomorrow,PG-13,2004.0,124.0,Roland Emmerich,776.0,Jake Gyllenhaal,Dennis Quaid,Sela Ward,15000.0,2000.0,812.0
Mission: Impossible II,PG-13,2000.0,123.0,John Woo,610.0,Tom Cruise,Dougray Scott,Richard Roxburgh,10000.0,794.0,653.0
The Perfect Storm,PG-13,2000.0,130.0,Wolfgang Petersen,249.0,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,784.0,638.0,461.0
Fantastic 4: Rise of the Silver Surfer,PG,2007.0,92.0,Tim Story,167.0,Chris Evans,Ioan Gruffudd,Andre Braugher,11000.0,2000.0,702.0
Life of Pi,PG,2012.0,127.0,Ang Lee,0.0,Suraj Sharma,Rafe Spall,Tabu,774.0,358.0,341.0
Ghost Rider,PG-13,2007.0,123.0,Mark Steven Johnson,160.0,Nicolas Cage,Matt Long,Peter Fonda,12000.0,701.0,402.0
Jason Bourne,PG-13,2016.0,123.0,Paul Greengrass,521.0,Matt Damon,Riz Ahmed,Ato Essandoh,13000.0,365.0,265.0
Charlie's Angels: Full Throttle,PG-13,2003.0,107.0,McG,368.0,Demi Moore,Bernie Mac,Justin Theroux,2000.0,1000.0,1000.0
Prometheus,R,2012.0,124.0,Ridley Scott,0.0,Michael Fassbender,Charlize Theron,Sean Harris,13000.0,9000.0,641.0
Stuart Little 2,PG,2002.0,77.0,Rob Minkoff,50.0,Nathan Lane,Brad Garrett,Melanie Griffith,886.0,799.0,537.0
Elysium,R,2013.0,109.0,Neill Blomkamp,662.0,Matt Damon,Sharlto Copley,Alice Braga,13000.0,2000.0,1000.0
The Chronicles of Riddick,PG-13,2004.0,134.0,David Twohy,123.0,Vin Diesel,Alexa Davalos,Christina Cox,14000.0,850.0,567.0
RoboCop,PG-13,2014.0,117.0,José Padilha,294.0,Gary Oldman,Abbie Cornish,Jennifer Ehle,10000.0,2000.0,1000.0
Speed Racer,PG,2008.0,135.0,Lana Wachowski,0.0,Scott Porter,Kick Gurry,Nicholas Elia,690.0,107.0,87.0
How Do You Know,PG-13,2010.0,121.0,James L. Brooks,274.0,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,273.0,216.0,157.0
Knight and Day,PG-13,2010.0,117.0,James Mangold,446.0,Tom Cruise,Marc Blucas,Jordi Mollà,10000.0,973.0,877.0
Oblivion,PG-13,2013.0,124.0,Joseph Kosinski,364.0,Morgan Freeman,Tom Cruise,Zoë Bell,11000.0,10000.0,1000.0
Star Wars: Episode III - Revenge of the Sith,PG-13,2005.0,140.0,George Lucas,0.0,Natalie Portman,Christopher Lee,Hayden Christensen,20000.0,16000.0,4000.0
Star Wars: Episode II - Attack of the Clones,PG,2002.0,142.0,George Lucas,0.0,Natalie Portman,Christopher Lee,Hayden Christensen,20000.0,16000.0,4000.0
"Monsters, Inc.",G,2001.0,92.0,Pete Docter,0.0,Steve Buscemi,John Ratzenberger,James Coburn,12000.0,1000.0,773.0
The Wolverine,PG-13,2013.0,138.0,James Mangold,446.0,Hugh Jackman,Tao Okamoto,Rila Fukushima,20000.0,992.0,929.0
Star Wars: Episode I - The Phantom Menace,PG,1999.0,136.0,George Lucas,0.0,Natalie Portman,Liam Neeson,Ian McDiarmid,20000.0,14000.0,1000.0
The Croods,PG,2013.0,98.0,Kirk De Micco,16.0,Ryan Reynolds,Emma Stone,Nicolas Cage,16000.0,15000.0,12000.0
Asterix at the Olympic Games,,2008.0,116.0,Frédéric Forestier,0.0,Alain Delon,Santiago Segura,Vanessa Hessler,936.0,276.0,141.0
Windtalkers,R,2002.0,153.0,John Woo,610.0,Nicolas Cage,Roger Willie,Noah Emmerich,12000.0,836.0,617.0
The Huntsman: Winter's War,PG-13,2016.0,120.0,Cedric Nicolas-Troyan,19.0,Chris Hemsworth,Sam Claflin,Charlize Theron,26000.0,11000.0,9000.0
Teenage Mutant Ninja Turtles,PG-13,2014.0,101.0,Jonathan Liebesman,473.0,Noel Fisher,Danny Woodburn,Jeremy Howard,833.0,809.0,429.0
Gravity,PG-13,2013.0,91.0,Alfonso Cuarón,0.0,Phaldut Sharma,Basher Savage,Amy Warren,39.0,23.0,13.0
Dante's Peak,PG-13,1997.0,108.0,Roger Donaldson,79.0,Jamie Renée Smith,Grant Heslov,Tzi Ma,650.0,293.0,268.0
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,2016.0,112.0,Dave Green,13.0,Stephen Amell,Noel Fisher,Brad Garrett,5000.0,833.0,799.0
Fantastic Four,PG-13,2015.0,100.0,Josh Trank,128.0,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,596.0,360.0,78.0
Night at the Museum,PG,2006.0,108.0,Shawn Levy,189.0,Robin Williams,Rami Malek,Steve Coogan,49000.0,3000.0,1000.0
San Andreas,PG-13,2015.0,114.0,Brad Peyton,62.0,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,12000.0,2000.0,884.0
Tomorrow Never Dies,PG-13,1997.0,119.0,Roger Spottiswoode,55.0,Vincent Schiavelli,Colin Salmon,Joe Don Baker,811.0,766.0,387.0
The Patriot,R,2000.0,142.0,Roland Emmerich,776.0,Heath Ledger,Adam Baldwin,Tom Wilkinson,13000.0,2000.0,1000.0
Ocean's Twelve,PG-13,2004.0,125.0,Steven Soderbergh,0.0,Brad Pitt,Julia Roberts,Mini Anden,11000.0,8000.0,350.0
Mr. & Mrs. Smith,PG-13,2005.0,126.0,Doug Liman,218.0,Brad Pitt,Angelina Jolie Pitt,Stephanie March,11000.0,11000.0,322.0
Insurgent,PG-13,2015.0,119.0,Robert Schwentke,124.0,Kate Winslet,Theo James,Mekhi Phifer,14000.0,5000.0,1000.0
The Aviator,PG-13,2004.0,170.0,Martin Scorsese,17000.0,Leonardo DiCaprio,Adam Scott,Frances Conroy,29000.0,3000.0,827.0
Gulliver's Travels,PG,2010.0,85.0,Rob Letterman,11.0,James Corden,Catherine Tate,Olly Alexander,480.0,392.0,116.0
The Green Hornet,PG-13,2011.0,119.0,Michel Gondry,1000.0,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,11000.0,1000.0,741.0
The A-Team,TV-PG,,60.0,,,George Peppard,Dirk Benedict,Dwight Schultz,669.0,554.0,432.0
300: Rise of an Empire,R,2014.0,102.0,Noam Murro,263.0,Eva Green,Sullivan Stapleton,Peter Mensah,6000.0,1000.0,1000.0
The Smurfs,PG,2011.0,103.0,Raja Gosnell,67.0,Mahadeo Shivraj,Tim Gunn,Madison McKinley,383.0,113.0,111.0
Home on the Range,PG,2004.0,76.0,Will Finn,6.0,Steve Buscemi,Roseanne Barr,G.W. Bailey,12000.0,513.0,421.0
Allegiant,PG-13,2016.0,120.0,Robert Schwentke,124.0,Naomi Watts,Theo James,Zoë Kravitz,6000.0,5000.0,943.0
Real Steel,PG-13,2011.0,127.0,Shawn Levy,189.0,Hugh Jackman,Torey Michael Adkins,Olga Fonda,20000.0,929.0,544.0
The Smurfs 2,PG,2013.0,105.0,Raja Gosnell,67.0,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,681.0,71.0,40.0
Speed 2: Cruise Control,PG-13,1997.0,121.0,Jan de Bont,101.0,Jason Patric,Temuera Morrison,Lois Chiles,673.0,368.0,202.0
Ender's Game,PG-13,2013.0,114.0,Gavin Hood,151.0,Harrison Ford,Moises Arias,Aramis Knight,11000.0,635.0,430.0
Live Free or Die Hard,PG-13,2007.0,129.0,Len Wiseman,235.0,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,13000.0,300.0,297.0
The Lord of the Rings: The Fellowship of the Ring,PG-13,2001.0,171.0,Peter Jackson,0.0,Christopher Lee,Orlando Bloom,Billy Boyd,16000.0,5000.0,857.0
Around the World in 80 Days,PG,2004.0,120.0,Frank Coraci,153.0,Jim Broadbent,Steve Coogan,Cécile De France,1000.0,1000.0,447.0
Ali,R,2001.0,165.0,Michael Mann,0.0,Will Smith,Jada Pinkett Smith,Joe Morton,10000.0,851.0,780.0
The Cat in the Hat,PG,2003.0,82.0,Bo Welch,34.0,Sean Hayes,Kelly Preston,Spencer Breslin,760.0,743.0,434.0
"I, Robot",PG-13,2004.0,115.0,Alex Proyas,295.0,Will Smith,Bruce Greenwood,Chi McBride,10000.0,991.0,466.0
Kingdom of Heaven,R,2005.0,194.0,Ridley Scott,0.0,Liam Neeson,Orlando Bloom,Philip Glenister,14000.0,5000.0,195.0
Stuart Little,PG,1999.0,84.0,Rob Minkoff,50.0,Chazz Palminteri,Nathan Lane,Jeffrey Jones,979.0,886.0,692.0
The Princess and the Frog,G,2009.0,97.0,Ron Clements,63.0,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,852.0,578.0,525.0
The Martian,PG-13,2015.0,151.0,Ridley Scott,0.0,Matt Damon,Donald Glover,Benedict Wong,13000.0,801.0,372.0
"10,000 B.C.",,,22.0,Christopher Barnard,0.0,Mathew Buck,,,5.0,,
The Island,PG-13,2005.0,136.0,Michael Bay,0.0,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,19000.0,12000.0,3000.0
Town & Country,R,2001.0,104.0,Peter Chelsom,23.0,Del Zamora,Warren Beatty,Garry Shandling,752.0,631.0,591.0
Gone in Sixty Seconds,PG-13,2000.0,127.0,Dominic Sena,57.0,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,12000.0,11000.0,3000.0
Gladiator,R,2000.0,171.0,Ridley Scott,0.0,Djimon Hounsou,Connie Nielsen,Oliver Reed,3000.0,933.0,695.0
Minority Report,PG-13,2002.0,145.0,Steven Spielberg,14000.0,Tom Cruise,Frank Grillo,Jessica Capshaw,10000.0,798.0,533.0
Harry Potter and the Chamber of Secrets,PG,2002.0,174.0,Chris Columbus,0.0,Daniel Radcliffe,Rupert Grint,Emma Watson,11000.0,10000.0,9000.0
Casino Royale,PG-13,2006.0,144.0,Martin Campbell,258.0,Eva Green,Tobias Menzies,Ivana Milicevic,6000.0,1000.0,834.0
Planet of the Apes,PG-13,2001.0,119.0,Tim Burton,13000.0,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,1000.0,658.0,567.0
Terminator 2: Judgment Day,R,1991.0,153.0,James Cameron,0.0,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,780.0,604.0,539.0
Public Enemies,R,2009.0,140.0,Michael Mann,0.0,Johnny Depp,Christian Bale,Stephen Graham,40000.0,23000.0,1000.0
American Gangster,R,2007.0,176.0,Ridley Scott,0.0,Denzel Washington,Ruby Dee,RZA,18000.0,782.0,561.0
True Lies,R,1994.0,141.0,James Cameron,0.0,Jamie Lee Curtis,Tia Carrere,Tom Arnold,2000.0,1000.0,618.0
The Taking of Pelham 1 2 3,R,2009.0,106.0,Tony Scott,12000.0,Denzel Washington,Ramon Rodriguez,Michael Rispoli,18000.0,464.0,385.0
Little Fockers,PG-13,2010.0,98.0,Paul Weitz,80.0,Robert De Niro,Blythe Danner,Teri Polo,22000.0,713.0,708.0
The Other Guys,PG-13,2010.0,116.0,Adam McKay,285.0,Dwayne Johnson,Will Ferrell,Derek Jeter,12000.0,8000.0,107.0
Eraser,R,1996.0,115.0,Chuck Russell,55.0,Vanessa Williams,James Coburn,Roma Maffia,1000.0,773.0,383.0
Django Unchained,R,2012.0,165.0,Quentin Tarantino,16000.0,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,29000.0,11000.0,265.0
The Hunchback of Notre Dame,G,1996.0,91.0,Gary Trousdale,21.0,Demi Moore,Jason Alexander,Bill Fagerbakke,2000.0,700.0,542.0
The Emperor's New Groove,G,2000.0,78.0,Mark Dindal,10.0,Eartha Kitt,Wendie Malick,John Fiedler,558.0,452.0,253.0
The Expendables 2,R,2012.0,103.0,Simon West,165.0,Jason Statham,Sylvester Stallone,Bruce Willis,26000.0,13000.0,13000.0
National Treasure,PG,2004.0,131.0,Jon Turteltaub,226.0,Nicolas Cage,Armando Riesco,Annie Parisse,12000.0,625.0,341.0
Eragon,PG,2006.0,104.0,Stefen Fangmeier,14.0,Djimon Hounsou,Ed Speleers,Gary Lewis,3000.0,762.0,203.0
Where the Wild Things Are,PG,2009.0,101.0,Spike Jonze,0.0,Catherine O'Hara,Ryan Corr,Max Records,925.0,468.0,279.0
Epic,PG,2013.0,102.0,Chris Wedge,77.0,Josh Hutcherson,Emma Kenney,Troy Evans,14000.0,151.0,120.0
The Tourist,PG-13,2010.0,103.0,Florian Henckel von Donnersmarck,207.0,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,40000.0,11000.0,3000.0
End of Days,R,1999.0,121.0,Peter Hyams,0.0,CCH Pounder,Mark Margolis,Udo Kier,1000.0,1000.0,595.0
Blood Diamond,R,2006.0,143.0,Edward Zwick,380.0,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,29000.0,3000.0,452.0
The Wolf of Wall Street,R,2013.0,240.0,Martin Scorsese,17000.0,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,29000.0,11000.0,4000.0
Batman Forever,PG-13,1995.0,121.0,Joel Schumacher,541.0,Michael Gough,Rene Auberjonois,Debi Mazar,920.0,710.0,680.0
Starship Troopers,R,1997.0,129.0,Paul Verhoeven,719.0,Jake Busey,Patrick Muldoon,Seth Gilliam,660.0,475.0,423.0
Cloud Atlas,R,2012.0,172.0,Tom Tykwer,670.0,Tom Hanks,Jim Sturgess,Jim Broadbent,15000.0,5000.0,1000.0
Legend of the Guardians: The Owls of Ga'Hoole,PG,2010.0,101.0,Zack Snyder,0.0,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,2000.0,653.0,577.0
Catwoman,PG-13,2004.0,87.0,Pitof,26.0,Frances Conroy,Christopher Heyerdahl,Alex Borstein,827.0,826.0,566.0
Hercules,PG-13,2014.0,101.0,Brett Ratner,420.0,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,12000.0,3000.0,467.0
Treasure Planet,PG,2002.0,95.0,Ron Clements,63.0,Joseph Gordon-Levitt,Martin Short,Michael Wincott,23000.0,770.0,721.0
Land of the Lost,PG-13,2009.0,102.0,Brad Silberling,52.0,Will Ferrell,Anna Friel,Bobb'e J. Thompson,8000.0,736.0,526.0
The Expendables 3,PG-13,2014.0,131.0,Patrick Hughes,385.0,Jason Statham,Sylvester Stallone,Harrison Ford,26000.0,13000.0,11000.0
Point Break,PG-13,2015.0,114.0,Ericson Core,19.0,Ray Winstone,Edgar Ramírez,Delroy Lindo,1000.0,897.0,848.0
Son of the Mask,PG,2005.0,94.0,Lawrence Guterman,6.0,Jamie Kennedy,Traylor Howard,Ben Stein,490.0,294.0,227.0
In the Heart of the Sea,PG-13,2015.0,122.0,Ron Howard,2000.0,Chris Hemsworth,Benjamin Walker,Frank Dillane,26000.0,911.0,571.0
The Adventures of Pluto Nash,PG-13,2002.0,95.0,Ron Underwood,31.0,Rosario Dawson,Randy Quaid,Burt Young,3000.0,695.0,683.0
Green Zone,R,2010.0,115.0,Paul Greengrass,521.0,Matt Damon,Sean Huze,Igal Naor,13000.0,537.0,95.0
The Peanuts Movie,G,2015.0,88.0,Steve Martino,20.0,Francesca Capaldi,Venus Schultheis,Bill Melendez,144.0,42.0,36.0
The Spanish Prisoner,PG,1997.0,110.0,David Mamet,342.0,Ben Gazzara,Felicity Huffman,Campbell Scott,623.0,508.0,393.0
The Mummy Returns,PG-13,2001.0,130.0,Stephen Sommers,208.0,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,12000.0,3000.0,591.0
Gangs of New York,R,2002.0,216.0,Martin Scorsese,17000.0,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,29000.0,14000.0,1000.0
The Flowers of War,R,2011.0,146.0,Yimou Zhang,611.0,Christian Bale,Ni Ni,Shigeo Kobayashi,23000.0,196.0,28.0
Surf's Up,PG,2007.0,85.0,Ash Brannon,9.0,Jeff Bridges,Zooey Deschanel,Jon Heder,12000.0,11000.0,970.0
The Stepford Wives,PG-13,2004.0,93.0,Frank Oz,0.0,Jon Lovitz,Matthew Broderick,Roger Bart,11000.0,2000.0,465.0
Black Hawk Down,R,2001.0,152.0,Ridley Scott,0.0,Ioan Gruffudd,Sam Shepard,Ewen Bremner,2000.0,820.0,557.0
The Campaign,R,2012.0,85.0,Jay Roach,116.0,Will Ferrell,Thomas Middleditch,Katherine LaNasa,8000.0,331.0,329.0
The Fifth Element,PG-13,1997.0,126.0,Luc Besson,0.0,Milla Jovovich,Bruce Willis,Gary Oldman,14000.0,13000.0,10000.0
Sex and the City 2,R,2010.0,146.0,Michael Patrick King,127.0,Chris Noth,Liza Minnelli,Kristin Davis,962.0,740.0,722.0
The Road to El Dorado,PG,2000.0,89.0,Bibo Bergeron,10.0,Frank Welker,Rosie Perez,Elton John,2000.0,919.0,442.0
Ice Age: Continental Drift,PG,2012.0,88.0,Steve Martino,20.0,Peter Dinklage,Josh Gad,Drake,22000.0,1000.0,916.0
Cinderella,PG,2015.0,105.0,Kenneth Branagh,0.0,Hayley Atwell,Derek Jacobi,Lily James,2000.0,520.0,502.0
The Lovely Bones,PG-13,2009.0,135.0,Peter Jackson,0.0,Michael Imperioli,AJ Michalka,Tom McCarthy,873.0,560.0,310.0
Finding Nemo,G,2003.0,100.0,Andrew Stanton,475.0,Alexander Gould,Stephen Root,Brad Garrett,1000.0,939.0,799.0
The Lord of the Rings: The Return of the King,PG-13,2003.0,192.0,Peter Jackson,0.0,Orlando Bloom,Billy Boyd,Bernard Hill,5000.0,857.0,416.0
The Lord of the Rings: The Two Towers,PG-13,2002.0,172.0,Peter Jackson,0.0,Christopher Lee,Orlando Bloom,Billy Boyd,16000.0,5000.0,857.0
Seventh Son,PG-13,2014.0,102.0,Sergey Bodrov,44.0,Jeff Bridges,Djimon Hounsou,Olivia Williams,12000.0,3000.0,766.0
Lara Croft: Tomb Raider,PG-13,2001.0,100.0,Simon West,165.0,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,11000.0,509.0,240.0
Transcendence,PG-13,2014.0,119.0,Wally Pfister,0.0,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,40000.0,11000.0,968.0
Jurassic Park III,PG-13,2001.0,92.0,Joe Johnston,394.0,Michael Jeter,Trevor Morgan,Alessandro Nivola,693.0,595.0,527.0
Rise of the Planet of the Apes,PG-13,2011.0,105.0,Rupert Wyatt,81.0,James Franco,David Oyelowo,Tyler Labine,11000.0,1000.0,779.0
The Spiderwick Chronicles,PG,2008.0,107.0,Mark Waters,70.0,Martin Short,Tod Fennell,Joan Plowright,770.0,419.0,330.0
A Good Day to Die Hard,R,2013.0,101.0,John Moore,212.0,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,13000.0,787.0,476.0
The Alamo,PG-13,2004.0,137.0,John Lee Hancock,102.0,Dennis Quaid,Marc Blucas,Jordi Mollà,2000.0,973.0,877.0
The Incredibles,PG,2004.0,115.0,Brad Bird,663.0,Holly Hunter,Craig T. Nelson,Lou Romano,1000.0,723.0,55.0
Cutthroat Island,PG-13,1995.0,124.0,Renny Harlin,212.0,Christopher Masterson,Frank Langella,Matthew Modine,1000.0,903.0,810.0
Percy Jackson & the Olympians: The Lightning Thief,PG,2010.0,118.0,Chris Columbus,0.0,Logan Lerman,Rosario Dawson,Steve Coogan,8000.0,3000.0,1000.0
Men in Black,PG-13,1997.0,98.0,Barry Sonnenfeld,188.0,Will Smith,Rip Torn,Linda Fiorentino,10000.0,826.0,602.0
Toy Story 2,G,1999.0,82.0,John Lasseter,487.0,Tom Hanks,John Ratzenberger,Wayne Knight,15000.0,1000.0,967.0
Unstoppable,PG-13,2010.0,98.0,Tony Scott,12000.0,Denzel Washington,Rosario Dawson,Ethan Suplee,18000.0,3000.0,1000.0
Rush Hour 2,PG-13,2001.0,90.0,Brett Ratner,420.0,Mei Melançon,John Lone,Harris Yulin,191.0,165.0,141.0
What Lies Beneath,PG-13,2000.0,130.0,Robert Zemeckis,0.0,Harrison Ford,Amber Valletta,Miranda Otto,11000.0,627.0,568.0
Cloudy with a Chance of Meatballs,PG,2009.0,90.0,Phil Lord,97.0,Will Forte,Bobb'e J. Thompson,Al Roker,622.0,526.0,56.0
Ice Age: Dawn of the Dinosaurs,PG,2009.0,94.0,Carlos Saldanha,107.0,Denis Leary,Maile Flanagan,Kelly Keaton,835.0,256.0,117.0
The Secret Life of Walter Mitty,PG,2013.0,114.0,Ben Stiller,0.0,Adam Scott,Adrian Martinez,Joey Slotnick,3000.0,806.0,423.0
Charlie's Angels,PG-13,2000.0,94.0,McG,368.0,Bill Murray,LL Cool J,Kelly Lynch,13000.0,1000.0,466.0
The Departed,R,2006.0,151.0,Martin Scorsese,17000.0,Leonardo DiCaprio,Matt Damon,Ray Winstone,29000.0,13000.0,1000.0
Mulan,G,1998.0,88.0,Tony Bancroft,7.0,Ming-Na Wen,Harvey Fierstein,June Foray,2000.0,500.0,484.0
Tropic Thunder,R,2008.0,121.0,Ben Stiller,0.0,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,21000.0,1000.0,918.0
The Girl with the Dragon Tattoo,R,2011.0,158.0,David Fincher,21000.0,Robin Wright,Goran Visnjic,Joely Richardson,18000.0,1000.0,585.0
Die Hard with a Vengeance,R,1995.0,128.0,John McTiernan,323.0,Bruce Willis,Aldis Hodge,Kevin Chamberlin,13000.0,559.0,489.0
Sherlock Holmes,PG-13,2009.0,128.0,Guy Ritchie,0.0,Robert Downey Jr.,Eddie Marsan,Robert Maillet,21000.0,979.0,727.0
Ben-Hur,PG-13,2016.0,141.0,Timur Bekmambetov,335.0,Morgan Freeman,Ayelet Zurer,Moises Arias,11000.0,745.0,635.0
Atlantis: The Lost Empire,PG,2001.0,95.0,Gary Trousdale,21.0,Leonard Nimoy,Jim Varney,Cree Summer,12000.0,802.0,503.0
Alvin and the Chipmunks: The Road Chip,PG,2015.0,92.0,Walt Becker,12.0,Bella Thorne,Joshua Mikel,Jesse McCartney,35000.0,1000.0,1000.0
Valkyrie,PG-13,2008.0,121.0,Bryan Singer,0.0,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,10000.0,1000.0,919.0
You Don't Mess with the Zohan,PG-13,2008.0,113.0,Dennis Dugan,221.0,Adam Sandler,Sayed Badreya,Kevin Nealon,11000.0,600.0,503.0
Pixels,PG-13,2015.0,106.0,Chris Columbus,0.0,Peter Dinklage,Adam Sandler,Josh Gad,22000.0,11000.0,1000.0
A.I. Artificial Intelligence,PG-13,2001.0,146.0,Steven Spielberg,14000.0,Haley Joel Osment,William Hurt,Kevin Sussman,3000.0,882.0,681.0
The Haunted Mansion,PG,2003.0,88.0,Rob Minkoff,50.0,Marsha Thomason,Rachael Harris,Marc John Jefferies,691.0,569.0,441.0
Contact,PG,1997.0,150.0,Robert Zemeckis,0.0,Matthew McConaughey,Tom Skerritt,Larry King,11000.0,1000.0,135.0
